Geographic Unit,Geographic ID,Geographic Name,State Median Income Bracket,Age Group,Childcare Subsidized ,Private Care Estimate,Estimated Children Receiving Childcare,Estimate of Unserved,Percent Need Met
School District,5309750,White Pass School District,<=60% of SMI,Preschool,17,0,17,9,65.4
School District,5309750,White Pass School District,>60% and <=75% of SMI,Preschool,0,0,0,11,0.0
School District,5309750,White Pass School District,>75% and <=85% of SMI,Preschool,0,0,0,8,0.0
School District,5309750,White Pass School District,>85% of SMI,Preschool,0,0,0,11,0.0
School District,5309750,White Pass School District,<=60% of SMI,School Age,0,0,0,88,0.0
School District,5309750,White Pass School District,>60% and <=75% of SMI,School Age,0,0,0,64,0.0
School District,5309750,White Pass School District,>75% and <=85% of SMI,School Age,0,0,0,43,0.0
School District,5309750,White Pass School District,>85% of SMI,School Age,0,0,0,11,0.0
School District,5309750,White Pass School District,<=60% of SMI,Toddler,,0,,5,
School District,5309750,White Pass School District,>60% and <=75% of SMI,Toddler,0,0,0,12,0.0
School District,5309750,White Pass School District,>75% and <=85% of SMI,Toddler,0,0,0,4,0.0
School District,5309750,White Pass School District,>85% of SMI,Toddler,0,0,0,7,0.0
School District,5309780,White River School District,<=60% of SMI,Infant,,0,,64,
School District,5309780,White River School District,>60% and <=75% of SMI,Infant,0,2,2,58,3.3
School District,5309780,White River School District,>75% and <=85% of SMI,Infant,0,0,0,29,0.0
School District,5309780,White River School District,>85% of SMI,Infant,0,8,8,149,5.1
School District,5309780,White River School District,<=60% of SMI,Preschool,86,3,89,128,41.0
School District,5309780,White River School District,>60% and <=75% of SMI,Preschool,,4,,144,
School District,5309780,White River School District,>75% and <=85% of SMI,Preschool,,7,,84,
School District,5309780,White River School District,>85% of SMI,Preschool,,63,,352,
School District,5309780,White River School District,<=60% of SMI,School Age,59,12,71,666,9.6
School District,5309780,White River School District,>60% and <=75% of SMI,School Age,0,11,11,283,3.7
School District,5309780,White River School District,>75% and <=85% of SMI,School Age,0,4,4,187,2.1
School District,5309780,White River School District,>85% of SMI,School Age,,82,,1482,
School District,5309780,White River School District,<=60% of SMI,Toddler,35,7,42,121,25.8
School District,5309780,White River School District,>60% and <=75% of SMI,Toddler,0,6,6,97,5.8
School District,5309780,White River School District,>75% and <=85% of SMI,Toddler,0,9,9,74,10.8
School District,5309780,White River School District,>85% of SMI,Toddler,0,44,44,278,13.7
School District,5309810,White Salmon Valley School District,<=60% of SMI,Infant,,0,,29,
School District,5309810,White Salmon Valley School District,>60% and <=75% of SMI,Infant,0,0,0,8,0.0
School District,5309810,White Salmon Valley School District,>75% and <=85% of SMI,Infant,0,0,0,8,0.0
School District,5309810,White Salmon Valley School District,>85% of SMI,Infant,0,1,1,25,3.8
School District,5309810,White Salmon Valley School District,<=60% of SMI,Preschool,19,0,19,61,23.8
School District,5309810,White Salmon Valley School District,>60% and <=75% of SMI,Preschool,0,0,0,25,0.0
