Geographic Unit,Geographic ID,Geographic Name,State Median Income Bracket,Age Group,Childcare Subsidized ,Private Care Estimate,Estimated Children Receiving Childcare,Estimate of Unserved,Percent Need Met
ZIP Code,99004,99004,>85% of SMI,Toddler,0,7,7,71,9.0
ZIP Code,99005,99005,<=60% of SMI,Infant,,1,,42,
ZIP Code,99005,99005,>60% and <=75% of SMI,Infant,0,0,0,13,0.0
ZIP Code,99005,99005,>75% and <=85% of SMI,Infant,0,0,0,11,0.0
ZIP Code,99005,99005,>85% of SMI,Infant,0,3,3,51,5.6
ZIP Code,99005,99005,<=60% of SMI,Preschool,13,2,15,80,15.8
ZIP Code,99005,99005,>60% and <=75% of SMI,Preschool,,1,,23,
ZIP Code,99005,99005,>75% and <=85% of SMI,Preschool,0,1,1,25,3.8
ZIP Code,99005,99005,>85% of SMI,Preschool,0,16,16,118,11.9
ZIP Code,99005,99005,<=60% of SMI,School Age,,2,,287,
ZIP Code,99005,99005,>60% and <=75% of SMI,School Age,,3,,170,
ZIP Code,99005,99005,>75% and <=85% of SMI,School Age,0,2,2,101,1.9
ZIP Code,99005,99005,>85% of SMI,School Age,0,19,19,538,3.4
ZIP Code,99005,99005,<=60% of SMI,Toddler,6,2,8,74,9.8
ZIP Code,99005,99005,>60% and <=75% of SMI,Toddler,0,2,2,25,7.4
ZIP Code,99005,99005,>75% and <=85% of SMI,Toddler,0,0,0,14,0.0
ZIP Code,99005,99005,>85% of SMI,Toddler,0,11,11,82,11.8
ZIP Code,99006,99006,<=60% of SMI,Infant,,2,,114,
ZIP Code,99006,99006,>60% and <=75% of SMI,Infant,0,0,0,18,0.0
ZIP Code,99006,99006,>75% and <=85% of SMI,Infant,0,0,0,10,0.0
ZIP Code,99006,99006,>85% of SMI,Infant,0,0,0,16,0.0
ZIP Code,99006,99006,<=60% of SMI,Preschool,110,21,131,163,44.6
ZIP Code,99006,99006,>60% and <=75% of SMI,Preschool,,10,,28,
ZIP Code,99006,99006,>75% and <=85% of SMI,Preschool,,3,,24,
ZIP Code,99006,99006,>85% of SMI,Preschool,,4,,45,
ZIP Code,99006,99006,<=60% of SMI,School Age,17,38,55,528,9.4
ZIP Code,99006,99006,>60% and <=75% of SMI,School Age,0,10,10,105,8.7
ZIP Code,99006,99006,>75% and <=85% of SMI,School Age,0,2,2,47,4.1
ZIP Code,99006,99006,>85% of SMI,School Age,0,29,29,331,8.1
ZIP Code,99006,99006,<=60% of SMI,Toddler,13,13,26,189,12.1
ZIP Code,99006,99006,>60% and <=75% of SMI,Toddler,0,2,2,36,5.3
ZIP Code,99006,99006,>75% and <=85% of SMI,Toddler,0,1,1,20,4.8
ZIP Code,99006,99006,>85% of SMI,Toddler,0,2,2,42,4.5
ZIP Code,99008,99008,<=60% of SMI,Infant,,0,,7,
ZIP Code,99008,99008,>60% and <=75% of SMI,Infant,0,0,0,0,
ZIP Code,99008,99008,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99008,99008,>85% of SMI,Infant,0,0,0,2,0.0
ZIP Code,99008,99008,<=60% of SMI,Preschool,,0,,7,
ZIP Code,99008,99008,>60% and <=75% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99008,99008,>75% and <=85% of SMI,Preschool,0,0,0,3,0.0
ZIP Code,99008,99008,>85% of SMI,Preschool,0,0,0,3,0.0
ZIP Code,99008,99008,<=60% of SMI,School Age,0,0,0,22,0.0
ZIP Code,99008,99008,>60% and <=75% of SMI,School Age,0,0,0,8,0.0
ZIP Code,99008,99008,>75% and <=85% of SMI,School Age,0,0,0,8,0.0
ZIP Code,99008,99008,>85% of SMI,School Age,0,0,0,18,0.0
ZIP Code,99008,99008,<=60% of SMI,Toddler,0,0,0,8,0.0
ZIP Code,99008,99008,>60% and <=75% of SMI,Toddler,0,0,0,0,
ZIP Code,99008,99008,>75% and <=85% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99008,99008,>85% of SMI,Toddler,0,0,0,3,0.0
ZIP Code,99009,99009,<=60% of SMI,Infant,,0,,14,
ZIP Code,99009,99009,>60% and <=75% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99009,99009,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99009,99009,>85% of SMI,Infant,0,0,0,15,0.0
ZIP Code,99009,99009,<=60% of SMI,Preschool,29,0,29,25,53.7
ZIP Code,99009,99009,>60% and <=75% of SMI,Preschool,,0,,2,
ZIP Code,99009,99009,>75% and <=85% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99009,99009,>85% of SMI,Preschool,0,5,5,26,16.1
ZIP Code,99009,99009,<=60% of SMI,School Age,7,3,10,124,7.5
ZIP Code,99009,99009,>60% and <=75% of SMI,School Age,0,0,0,36,0.0
ZIP Code,99009,99009,>75% and <=85% of SMI,School Age,0,1,1,27,3.6
ZIP Code,99009,99009,>85% of SMI,School Age,0,6,6,86,6.5
ZIP Code,99009,99009,<=60% of SMI,Toddler,8,0,8,29,21.6
ZIP Code,99009,99009,>60% and <=75% of SMI,Toddler,,0,,2,
ZIP Code,99009,99009,>75% and <=85% of SMI,Toddler,0,0,0,4,0.0
ZIP Code,99009,99009,>85% of SMI,Toddler,0,3,3,16,15.8
ZIP Code,99011,99011,<=60% of SMI,Infant,,2,,78,
ZIP Code,99011,99011,>60% and <=75% of SMI,Infant,0,2,2,8,20.0
ZIP Code,99011,99011,>75% and <=85% of SMI,Infant,0,0,0,6,0.0
ZIP Code,99011,99011,>85% of SMI,Infant,0,1,1,8,11.1
ZIP Code,99011,99011,<=60% of SMI,Preschool,,7,,183,
ZIP Code,99011,99011,>60% and <=75% of SMI,Preschool,0,1,1,29,3.3
ZIP Code,99011,99011,>75% and <=85% of SMI,Preschool,0,1,1,15,6.2
ZIP Code,99011,99011,>85% of SMI,Preschool,0,4,4,19,17.4
ZIP Code,99011,99011,<=60% of SMI,School Age,0,20,20,172,10.4
ZIP Code,99011,99011,>60% and <=75% of SMI,School Age,0,5,5,57,8.1
ZIP Code,99011,99011,>75% and <=85% of SMI,School Age,0,4,4,30,11.8
ZIP Code,99011,99011,>85% of SMI,School Age,0,10,10,40,20.0
ZIP Code,99011,99011,<=60% of SMI,Toddler,,4,,153,
ZIP Code,99011,99011,>60% and <=75% of SMI,Toddler,0,0,0,26,0.0
ZIP Code,99011,99011,>75% and <=85% of SMI,Toddler,0,0,0,12,0.0
ZIP Code,99011,99011,>85% of SMI,Toddler,0,2,2,16,11.1
ZIP Code,99012,99012,<=60% of SMI,Infant,0,0,0,4,0.0
ZIP Code,99012,99012,>60% and <=75% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99012,99012,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99012,99012,>85% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99012,99012,<=60% of SMI,Preschool,,0,,9,
ZIP Code,99012,99012,>60% and <=75% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99012,99012,>75% and <=85% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99012,99012,>85% of SMI,Preschool,0,0,0,8,0.0
ZIP Code,99012,99012,<=60% of SMI,School Age,0,0,0,36,0.0
ZIP Code,99012,99012,>60% and <=75% of SMI,School Age,0,0,0,3,0.0
ZIP Code,99012,99012,>75% and <=85% of SMI,School Age,0,0,0,0,
ZIP Code,99012,99012,>85% of SMI,School Age,0,1,1,24,4.0
ZIP Code,99012,99012,<=60% of SMI,Toddler,,0,,7,
ZIP Code,99012,99012,>60% and <=75% of SMI,Toddler,0,0,0,2,0.0
ZIP Code,99012,99012,>75% and <=85% of SMI,Toddler,0,0,0,0,
ZIP Code,99012,99012,>85% of SMI,Toddler,0,0,0,4,0.0
ZIP Code,99013,99013,<=60% of SMI,Infant,,1,,15,
ZIP Code,99013,99013,>60% and <=75% of SMI,Infant,0,0,0,2,0.0
ZIP Code,99013,99013,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99013,99013,>85% of SMI,Infant,0,0,0,3,0.0
ZIP Code,99013,99013,<=60% of SMI,Preschool,10,1,11,10,52.4
ZIP Code,99013,99013,>60% and <=75% of SMI,Preschool,0,1,1,3,25.0
ZIP Code,99013,99013,>75% and <=85% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99013,99013,>85% of SMI,Preschool,0,0,0,4,0.0
ZIP Code,99013,99013,<=60% of SMI,School Age,,2,,64,
ZIP Code,99013,99013,>60% and <=75% of SMI,School Age,0,0,0,17,0.0
ZIP Code,99013,99013,>75% and <=85% of SMI,School Age,0,1,1,8,11.1
ZIP Code,99013,99013,>85% of SMI,School Age,0,0,0,22,0.0
ZIP Code,99013,99013,<=60% of SMI,Toddler,,0,,19,
ZIP Code,99013,99013,>60% and <=75% of SMI,Toddler,0,0,0,0,
ZIP Code,99013,99013,>75% and <=85% of SMI,Toddler,0,0,0,0,
ZIP Code,99013,99013,>85% of SMI,Toddler,0,1,1,4,20.0
ZIP Code,99016,99016,<=60% of SMI,Infant,6,3,9,152,5.6
ZIP Code,99016,99016,>60% and <=75% of SMI,Infant,0,0,0,23,0.0
ZIP Code,99016,99016,>75% and <=85% of SMI,Infant,0,0,0,13,0.0
ZIP Code,99016,99016,>85% of SMI,Infant,0,5,5,111,4.3
ZIP Code,99016,99016,<=60% of SMI,Preschool,135,15,150,234,39.1
ZIP Code,99016,99016,>60% and <=75% of SMI,Preschool,8,7,15,42,26.3
ZIP Code,99016,99016,>75% and <=85% of SMI,Preschool,,5,,30,
ZIP Code,99016,99016,>85% of SMI,Preschool,7,50,57,239,19.3
ZIP Code,99016,99016,<=60% of SMI,School Age,30,14,44,842,5.0
ZIP Code,99016,99016,>60% and <=75% of SMI,School Age,0,2,2,181,1.1
ZIP Code,99016,99016,>75% and <=85% of SMI,School Age,0,4,4,98,3.9
ZIP Code,99016,99016,>85% of SMI,School Age,0,20,20,498,3.9
ZIP Code,99016,99016,<=60% of SMI,Toddler,22,12,34,286,10.6
ZIP Code,99016,99016,>60% and <=75% of SMI,Toddler,0,2,2,43,4.4
ZIP Code,99016,99016,>75% and <=85% of SMI,Toddler,0,0,0,24,0.0
ZIP Code,99016,99016,>85% of SMI,Toddler,0,28,28,207,11.9
ZIP Code,99017,99017,<=60% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99017,99017,>60% and <=75% of SMI,Infant,0,0,0,0,
ZIP Code,99017,99017,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99017,99017,>85% of SMI,Infant,0,0,0,0,
ZIP Code,99017,99017,<=60% of SMI,Preschool,0,0,0,3,0.0
ZIP Code,99017,99017,>60% and <=75% of SMI,Preschool,0,0,0,1,0.0
ZIP Code,99017,99017,>75% and <=85% of SMI,Preschool,0,0,0,0,
ZIP Code,99017,99017,>85% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99017,99017,<=60% of SMI,School Age,0,0,0,15,0.0
ZIP Code,99017,99017,>60% and <=75% of SMI,School Age,0,0,0,3,0.0
ZIP Code,99017,99017,>75% and <=85% of SMI,School Age,0,0,0,2,0.0
ZIP Code,99017,99017,>85% of SMI,School Age,0,0,0,1,0.0
ZIP Code,99017,99017,<=60% of SMI,Toddler,0,0,0,3,0.0
ZIP Code,99017,99017,>60% and <=75% of SMI,Toddler,0,0,0,0,
ZIP Code,99017,99017,>75% and <=85% of SMI,Toddler,0,0,0,0,
ZIP Code,99017,99017,>85% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99018,99018,<=60% of SMI,Infant,0,0,0,2,0.0
ZIP Code,99018,99018,>60% and <=75% of SMI,Infant,0,0,0,0,
ZIP Code,99018,99018,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99018,99018,>85% of SMI,Infant,0,0,0,3,0.0
ZIP Code,99018,99018,<=60% of SMI,Preschool,0,0,0,1,0.0
ZIP Code,99018,99018,>60% and <=75% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99018,99018,>75% and <=85% of SMI,Preschool,0,0,0,0,
ZIP Code,99018,99018,>85% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99018,99018,<=60% of SMI,School Age,0,0,0,12,0.0
ZIP Code,99018,99018,>60% and <=75% of SMI,School Age,0,0,0,2,0.0
ZIP Code,99018,99018,>75% and <=85% of SMI,School Age,0,0,0,2,0.0
ZIP Code,99018,99018,>85% of SMI,School Age,0,1,1,13,7.1
ZIP Code,99018,99018,<=60% of SMI,Toddler,0,0,0,4,0.0
ZIP Code,99018,99018,>60% and <=75% of SMI,Toddler,0,0,0,0,
ZIP Code,99018,99018,>75% and <=85% of SMI,Toddler,0,0,0,0,
ZIP Code,99018,99018,>85% of SMI,Toddler,0,0,0,0,
ZIP Code,99019,99019,<=60% of SMI,Infant,,0,,47,
ZIP Code,99019,99019,>60% and <=75% of SMI,Infant,0,1,1,12,7.7
ZIP Code,99019,99019,>75% and <=85% of SMI,Infant,0,1,1,11,8.3
ZIP Code,99019,99019,>85% of SMI,Infant,0,12,12,129,8.5
ZIP Code,99019,99019,<=60% of SMI,Preschool,37,5,42,79,34.7
ZIP Code,99019,99019,>60% and <=75% of SMI,Preschool,7,4,11,37,22.9
ZIP Code,99019,99019,>75% and <=85% of SMI,Preschool,0,2,2,19,9.5
ZIP Code,99019,99019,>85% of SMI,Preschool,,62,,325,
ZIP Code,99019,99019,<=60% of SMI,School Age,20,6,26,438,5.6
ZIP Code,99019,99019,>60% and <=75% of SMI,School Age,0,2,2,67,2.9
ZIP Code,99019,99019,>75% and <=85% of SMI,School Age,0,0,0,25,0.0
ZIP Code,99019,99019,>85% of SMI,School Age,0,41,41,1189,3.3
ZIP Code,99019,99019,<=60% of SMI,Toddler,11,4,15,85,15.0
ZIP Code,99019,99019,>60% and <=75% of SMI,Toddler,0,1,1,35,2.8
ZIP Code,99019,99019,>75% and <=85% of SMI,Toddler,0,3,3,18,14.3
ZIP Code,99019,99019,>85% of SMI,Toddler,0,35,35,258,11.9
ZIP Code,99020,99020,<=60% of SMI,Infant,0,1,1,1,50.0
ZIP Code,99020,99020,>60% and <=75% of SMI,Infant,0,0,0,0,
ZIP Code,99020,99020,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99020,99020,>85% of SMI,Infant,0,0,0,0,
ZIP Code,99020,99020,<=60% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99020,99020,>60% and <=75% of SMI,Preschool,0,0,0,0,
ZIP Code,99020,99020,>75% and <=85% of SMI,Preschool,0,0,0,0,
ZIP Code,99020,99020,>85% of SMI,Preschool,0,0,0,0,
ZIP Code,99020,99020,<=60% of SMI,School Age,0,0,0,5,0.0
ZIP Code,99020,99020,>60% and <=75% of SMI,School Age,0,0,0,3,0.0
ZIP Code,99020,99020,>75% and <=85% of SMI,School Age,0,0,0,2,0.0
ZIP Code,99020,99020,>85% of SMI,School Age,0,0,0,0,
ZIP Code,99020,99020,<=60% of SMI,Toddler,0,0,0,5,0.0
ZIP Code,99020,99020,>60% and <=75% of SMI,Toddler,0,0,0,0,
ZIP Code,99020,99020,>75% and <=85% of SMI,Toddler,0,0,0,0,
ZIP Code,99020,99020,>85% of SMI,Toddler,0,0,0,0,
ZIP Code,99021,99021,<=60% of SMI,Infant,,0,,54,
ZIP Code,99021,99021,>60% and <=75% of SMI,Infant,0,0,0,7,0.0
ZIP Code,99021,99021,>75% and <=85% of SMI,Infant,0,0,0,3,0.0
ZIP Code,99021,99021,>85% of SMI,Infant,0,3,3,33,8.3
ZIP Code,99021,99021,<=60% of SMI,Preschool,51,1,52,115,31.1
ZIP Code,99021,99021,>60% and <=75% of SMI,Preschool,0,3,3,15,16.7
ZIP Code,99021,99021,>75% and <=85% of SMI,Preschool,0,3,3,13,18.8
ZIP Code,99021,99021,>85% of SMI,Preschool,0,15,15,86,14.9
ZIP Code,99021,99021,<=60% of SMI,School Age,15,9,24,349,6.4
ZIP Code,99021,99021,>60% and <=75% of SMI,School Age,0,6,6,121,4.7
ZIP Code,99021,99021,>75% and <=85% of SMI,School Age,0,5,5,69,6.8
ZIP Code,99021,99021,>85% of SMI,School Age,0,16,16,356,4.3
ZIP Code,99021,99021,<=60% of SMI,Toddler,9,6,15,101,12.9
ZIP Code,99021,99021,>60% and <=75% of SMI,Toddler,0,0,0,17,0.0
ZIP Code,99021,99021,>75% and <=85% of SMI,Toddler,0,2,2,7,22.2
ZIP Code,99021,99021,>85% of SMI,Toddler,0,8,8,76,9.5
ZIP Code,99022,99022,<=60% of SMI,Infant,,0,,23,
ZIP Code,99022,99022,>60% and <=75% of SMI,Infant,,0,,18,
ZIP Code,99022,99022,>75% and <=85% of SMI,Infant,0,1,1,2,33.3
ZIP Code,99022,99022,>85% of SMI,Infant,0,1,1,25,3.8
ZIP Code,99022,99022,<=60% of SMI,Preschool,42,2,44,41,51.8
ZIP Code,99022,99022,>60% and <=75% of SMI,Preschool,,0,,27,
ZIP Code,99022,99022,>75% and <=85% of SMI,Preschool,0,2,2,12,14.3
ZIP Code,99022,99022,>85% of SMI,Preschool,0,4,4,61,6.2
ZIP Code,99022,99022,<=60% of SMI,School Age,11,9,20,301,6.2
ZIP Code,99022,99022,>60% and <=75% of SMI,School Age,0,7,7,111,5.9
ZIP Code,99022,99022,>75% and <=85% of SMI,School Age,0,4,4,73,5.2
ZIP Code,99022,99022,>85% of SMI,School Age,0,21,21,235,8.2
ZIP Code,99022,99022,<=60% of SMI,Toddler,7,0,7,52,11.9
ZIP Code,99022,99022,>60% and <=75% of SMI,Toddler,,0,,18,
ZIP Code,99022,99022,>75% and <=85% of SMI,Toddler,0,0,0,13,0.0
ZIP Code,99022,99022,>85% of SMI,Toddler,0,4,4,43,8.5
ZIP Code,99023,99023,<=60% of SMI,Infant,0,0,0,0,
ZIP Code,99023,99023,>60% and <=75% of SMI,Infant,0,0,0,0,
ZIP Code,99023,99023,>75% and <=85% of SMI,Infant,0,0,0,2,0.0
ZIP Code,99023,99023,>85% of SMI,Infant,0,0,0,2,0.0
ZIP Code,99023,99023,<=60% of SMI,Preschool,,0,,6,
ZIP Code,99023,99023,>60% and <=75% of SMI,Preschool,0,1,1,1,50.0
ZIP Code,99023,99023,>75% and <=85% of SMI,Preschool,0,0,0,1,0.0
ZIP Code,99023,99023,>85% of SMI,Preschool,0,0,0,5,0.0
ZIP Code,99023,99023,<=60% of SMI,School Age,0,0,0,26,0.0
ZIP Code,99023,99023,>60% and <=75% of SMI,School Age,0,0,0,9,0.0
ZIP Code,99023,99023,>75% and <=85% of SMI,School Age,0,0,0,0,
ZIP Code,99023,99023,>85% of SMI,School Age,0,1,1,13,7.1
ZIP Code,99023,99023,<=60% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99023,99023,>60% and <=75% of SMI,Toddler,0,0,0,5,0.0
ZIP Code,99023,99023,>75% and <=85% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99023,99023,>85% of SMI,Toddler,0,0,0,5,0.0
ZIP Code,99025,99025,<=60% of SMI,Infant,0,0,0,5,0.0
ZIP Code,99025,99025,>60% and <=75% of SMI,Infant,0,0,0,6,0.0
ZIP Code,99025,99025,>75% and <=85% of SMI,Infant,0,0,0,6,0.0
ZIP Code,99025,99025,>85% of SMI,Infant,0,0,0,17,0.0
ZIP Code,99025,99025,<=60% of SMI,Preschool,27,0,27,6,81.8
ZIP Code,99025,99025,>60% and <=75% of SMI,Preschool,,1,,22,
ZIP Code,99025,99025,>75% and <=85% of SMI,Preschool,0,1,1,13,7.1
ZIP Code,99025,99025,>85% of SMI,Preschool,0,5,5,47,9.6
ZIP Code,99025,99025,<=60% of SMI,School Age,6,0,6,115,5.0
ZIP Code,99025,99025,>60% and <=75% of SMI,School Age,,2,,76,
ZIP Code,99025,99025,>75% and <=85% of SMI,School Age,0,0,0,57,0.0
ZIP Code,99025,99025,>85% of SMI,School Age,0,3,3,124,2.4
ZIP Code,99025,99025,<=60% of SMI,Toddler,7,0,7,13,35.0
ZIP Code,99025,99025,>60% and <=75% of SMI,Toddler,0,1,1,16,5.9
ZIP Code,99025,99025,>75% and <=85% of SMI,Toddler,0,0,0,9,0.0
ZIP Code,99025,99025,>85% of SMI,Toddler,0,1,1,31,3.1
ZIP Code,99026,99026,<=60% of SMI,Infant,0,0,0,33,0.0
ZIP Code,99026,99026,>60% and <=75% of SMI,Infant,0,0,0,9,0.0
ZIP Code,99026,99026,>75% and <=85% of SMI,Infant,0,0,0,5,0.0
ZIP Code,99026,99026,>85% of SMI,Infant,0,0,0,34,0.0
ZIP Code,99026,99026,<=60% of SMI,Preschool,29,0,29,73,28.4
ZIP Code,99026,99026,>60% and <=75% of SMI,Preschool,0,0,0,30,0.0
ZIP Code,99026,99026,>75% and <=85% of SMI,Preschool,,0,,14,
ZIP Code,99026,99026,>85% of SMI,Preschool,,6,,84,
ZIP Code,99026,99026,<=60% of SMI,School Age,7,4,11,336,3.2
ZIP Code,99026,99026,>60% and <=75% of SMI,School Age,0,4,4,128,3.0
ZIP Code,99026,99026,>75% and <=85% of SMI,School Age,0,2,2,84,2.3
ZIP Code,99026,99026,>85% of SMI,School Age,0,6,6,227,2.6
ZIP Code,99026,99026,<=60% of SMI,Toddler,12,0,12,60,16.7
ZIP Code,99026,99026,>60% and <=75% of SMI,Toddler,0,0,0,22,0.0
ZIP Code,99026,99026,>75% and <=85% of SMI,Toddler,0,0,0,13,0.0
ZIP Code,99026,99026,>85% of SMI,Toddler,0,5,5,61,7.6
ZIP Code,99027,99027,<=60% of SMI,Infant,0,0,0,28,0.0
ZIP Code,99027,99027,>60% and <=75% of SMI,Infant,0,0,0,8,0.0
ZIP Code,99027,99027,>75% and <=85% of SMI,Infant,0,0,0,8,0.0
ZIP Code,99027,99027,>85% of SMI,Infant,0,2,2,14,12.5
ZIP Code,99027,99027,<=60% of SMI,Preschool,31,4,35,44,44.3
ZIP Code,99027,99027,>60% and <=75% of SMI,Preschool,,4,,20,
ZIP Code,99027,99027,>75% and <=85% of SMI,Preschool,0,2,2,12,14.3
ZIP Code,99027,99027,>85% of SMI,Preschool,0,9,9,27,25.0
ZIP Code,99027,99027,<=60% of SMI,School Age,11,2,13,164,7.3
ZIP Code,99027,99027,>60% and <=75% of SMI,School Age,,2,,118,
ZIP Code,99027,99027,>75% and <=85% of SMI,School Age,0,1,1,79,1.2
ZIP Code,99027,99027,>85% of SMI,School Age,0,6,6,109,5.2
ZIP Code,99027,99027,<=60% of SMI,Toddler,9,4,13,37,26.0
ZIP Code,99027,99027,>60% and <=75% of SMI,Toddler,0,2,2,20,9.1
ZIP Code,99027,99027,>75% and <=85% of SMI,Toddler,0,0,0,14,0.0
ZIP Code,99027,99027,>85% of SMI,Toddler,0,4,4,25,13.8
ZIP Code,99029,99029,<=60% of SMI,Infant,0,0,0,11,0.0
ZIP Code,99029,99029,>60% and <=75% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99029,99029,>75% and <=85% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99029,99029,>85% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99029,99029,<=60% of SMI,Preschool,12,1,13,2,86.7
ZIP Code,99029,99029,>60% and <=75% of SMI,Preschool,,0,,1,
ZIP Code,99029,99029,>75% and <=85% of SMI,Preschool,0,0,0,0,
ZIP Code,99029,99029,>85% of SMI,Preschool,0,0,0,4,0.0
ZIP Code,99029,99029,<=60% of SMI,School Age,0,0,0,46,0.0
ZIP Code,99029,99029,>60% and <=75% of SMI,School Age,0,0,0,15,0.0
ZIP Code,99029,99029,>75% and <=85% of SMI,School Age,0,0,0,10,0.0
ZIP Code,99029,99029,>85% of SMI,School Age,0,0,0,42,0.0
ZIP Code,99029,99029,<=60% of SMI,Toddler,0,0,0,11,0.0
ZIP Code,99029,99029,>60% and <=75% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99029,99029,>75% and <=85% of SMI,Toddler,0,0,0,0,
ZIP Code,99029,99029,>85% of SMI,Toddler,0,1,1,2,33.3
ZIP Code,99030,99030,<=60% of SMI,Infant,0,0,0,5,0.0
ZIP Code,99030,99030,>60% and <=75% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99030,99030,>75% and <=85% of SMI,Infant,0,0,0,3,0.0
ZIP Code,99030,99030,>85% of SMI,Infant,0,0,0,2,0.0
ZIP Code,99030,99030,<=60% of SMI,Preschool,,0,,10,
ZIP Code,99030,99030,>60% and <=75% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99030,99030,>75% and <=85% of SMI,Preschool,0,0,0,1,0.0
ZIP Code,99030,99030,>85% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99030,99030,<=60% of SMI,School Age,6,0,6,47,11.3
ZIP Code,99030,99030,>60% and <=75% of SMI,School Age,0,0,0,3,0.0
ZIP Code,99030,99030,>75% and <=85% of SMI,School Age,0,0,0,1,0.0
ZIP Code,99030,99030,>85% of SMI,School Age,0,0,0,38,0.0
ZIP Code,99030,99030,<=60% of SMI,Toddler,,0,,9,
ZIP Code,99030,99030,>60% and <=75% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99030,99030,>75% and <=85% of SMI,Toddler,0,0,0,0,
ZIP Code,99030,99030,>85% of SMI,Toddler,0,0,0,8,0.0
ZIP Code,99031,99031,<=60% of SMI,Infant,0,0,0,4,0.0
ZIP Code,99031,99031,>60% and <=75% of SMI,Infant,0,0,0,0,
ZIP Code,99031,99031,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99031,99031,>85% of SMI,Infant,0,0,0,2,0.0
ZIP Code,99031,99031,<=60% of SMI,Preschool,,0,,9,
ZIP Code,99031,99031,>60% and <=75% of SMI,Preschool,0,0,0,5,0.0
ZIP Code,99031,99031,>75% and <=85% of SMI,Preschool,0,0,0,0,
ZIP Code,99031,99031,>85% of SMI,Preschool,0,0,0,1,0.0
ZIP Code,99031,99031,<=60% of SMI,School Age,0,0,0,49,0.0
ZIP Code,99031,99031,>60% and <=75% of SMI,School Age,0,0,0,7,0.0
ZIP Code,99031,99031,>75% and <=85% of SMI,School Age,0,0,0,5,0.0
ZIP Code,99031,99031,>85% of SMI,School Age,0,0,0,30,0.0
ZIP Code,99031,99031,<=60% of SMI,Toddler,,0,,9,
ZIP Code,99031,99031,>60% and <=75% of SMI,Toddler,0,0,0,4,0.0
ZIP Code,99031,99031,>75% and <=85% of SMI,Toddler,0,0,0,0,
ZIP Code,99031,99031,>85% of SMI,Toddler,0,0,0,5,0.0
ZIP Code,99032,99032,<=60% of SMI,Infant,0,0,0,6,0.0
ZIP Code,99032,99032,>60% and <=75% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99032,99032,>75% and <=85% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99032,99032,>85% of SMI,Infant,0,0,0,3,0.0
ZIP Code,99032,99032,<=60% of SMI,Preschool,,0,,12,
ZIP Code,99032,99032,>60% and <=75% of SMI,Preschool,0,0,0,1,0.0
ZIP Code,99032,99032,>75% and <=85% of SMI,Preschool,0,0,0,0,
ZIP Code,99032,99032,>85% of SMI,Preschool,0,0,0,3,0.0
ZIP Code,99032,99032,<=60% of SMI,School Age,0,0,0,45,0.0
ZIP Code,99032,99032,>60% and <=75% of SMI,School Age,0,0,0,6,0.0
ZIP Code,99032,99032,>75% and <=85% of SMI,School Age,0,0,0,1,0.0
ZIP Code,99032,99032,>85% of SMI,School Age,0,0,0,10,0.0
ZIP Code,99032,99032,<=60% of SMI,Toddler,,0,,12,
ZIP Code,99032,99032,>60% and <=75% of SMI,Toddler,0,0,0,2,0.0
ZIP Code,99032,99032,>75% and <=85% of SMI,Toddler,0,0,0,2,0.0
ZIP Code,99032,99032,>85% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99033,99033,<=60% of SMI,Infant,,0,,3,
